Company Name,Company Street,Postal Code,City,C/O,Last Name,First Name,Linkedin Profile
Mantrailer Eventportal Schoch,Ebnetstrasse 2,8583,Sulgen,,Schoch,Remo,
Manufaktur Gastro Luzern GmbH,Hirschmattstrasse 29,6003,Luzern,,Sezer,Filiz,
Manufaktur Gastro Luzern GmbH,Hirschmattstrasse 29,6003,Luzern,,Sezer,Cafer,
Marabella GmbH,St. Jakob-Strasse 145,4132,Muttenz,,Okta,Elif,
Maria Schwaller GmbH,Schmiedengasse 5,4500,Solothurn,,Schwaller,Maria,
Markus Garcia Heim,Wollerauerstrasse 31,8834,Schindellegi,,Garcia Heim,Markus,
Markus Garcia Heim,Wollerauerstrasse 31,8834,Schindellegi,,Küng,Sladjana,
Marsano Food & Drinks GmbH,Eschenrain 7,2540,Grenchen,,Marsano,Stefano,
Marvinall GmbH,Birsstrasse 70,4052,Basel,c/o Peter Kocur,Kocúr,Peter,
Marvinall GmbH,Birsstrasse 70,4052,Basel,c/o Peter Kocur,Smirnova,Alena,
MASC GmbH,Münchensteinerstrasse 220,4053,Basel,c/o iduia GmbH,Schmuck,Marco,
Mason's EU GmbH,Unter Altstadt 12,6300,Zug,,Funaro,Pietro,
Mason's EU GmbH,Unter Altstadt 12,6300,Zug,,Funaro,Paolo,
Mathieu Chaffard Services,Bederstrasse 80,8002,Zürich,,Chaffard,Mathieu Anh-Phuong,
Mathis Enterprises,Büündering 18,3312,Fraubrunnen,,Mathis,Janosch Laurin,
Mathis-Umbricht Holding AG,Sandstrasse 22,5412,Gebenstorf,,Mathis,Alexandra,
Mathis-Umbricht Holding AG,Sandstrasse 22,5412,Gebenstorf,,Mathis,Brian,
Matusche Advisor,Bahnhofplatz 3,7000,Chur,,Matusche,Thorsten Herbert Ernst,
MA Ventures Holding GmbH,Sportplatzstrasse 7,8580,Amriswil,,Malekian,Darius,
MAVOLIN Schweiz GmbH,Wiesenstrasse 9,9000,St. Gallen,c/o Dominik Schirle,Schirle,Dominik Patrick Thomas,
Maya Inh. Anmac,Quellstrasse 7,5722,Gränichen,,Anmac,Mahmut,
Mazlum Gümüs,Buchgrindelstrasse 5,8620,Wetzikon ZH,,Gümüs,Mazlum,
MEDEVA AG,Baarerstrasse 10,6300,Zug,,Storchenegger,Patrick,
MEDEVA AG,Baarerstrasse 10,6300,Zug,,Benvin,Marko,
MEDEVA AG,Baarerstrasse 10,6300,Zug,,Lazinica,Aleksandar,
Mega Pizza Kurier D. Güler,Thunstrasse 8,3005,Bern,,Güler,Derya,
Menterprise manufacturing GmbH,Stütlistrasse 16,9472,Grabs,,Messmer,Silas Alexander,
Menz Holding AG,Weissensteinweg 7,4532,Feldbrunnen,,Bertschi,Daniel,
Menz Holding AG,Weissensteinweg 7,4532,Feldbrunnen,,Gräfe,Miro,
Menz Holding AG,Weissensteinweg 7,4532,Feldbrunnen,,Menz,Tobias Christoph,
Menz Holding AG,Weissensteinweg 7,4532,Feldbrunnen,,Müller,Dominique Marcel,
Menz Holding AG,Weissensteinweg 7,4532,Feldbrunnen,,Fischer + Partner Treuhand AG Solothurn (CHE-114.881.773),,
Metallstudio GmbH,Chräbelstrasse 7,6410,Goldau,,Eggenschwiler,Julian,
Metruccio Malergeschäft GmbH,Weidstrasse 10,8620,Wetzikon ZH,,Metruccio,Claudio,
MicaPay GmbH,Bahnhofstrasse 4,9100,Herisau,,Dovoda,Darijo,
Michael Sendelov,Hollenweg 42,4114,Hofstetten SO,,Sendelov,Michael,
Michi Moretti Transporte,Hauptstrasse 19,4633,Hauenstein,,Moretti,Michael Martin,
Michi Moretti Transporte,Hauptstrasse 19,4633,Hauenstein,,Moretti,Dieter Raimondo,
Miggis Genusswelt GmbH,Im Schlehdorn 20,4144,Arlesheim,,Ruckstuhl,Anina Nora,
Miluma AG,Langdorfstrasse 26,8500,Frauenfeld,,Studer,Martin René,
Miluma AG,Langdorfstrasse 26,8500,Frauenfeld,,Peterer,Christoph Josef,
Miluma AG,Langdorfstrasse 26,8500,Frauenfeld,,PROVIDA Wirtschaftsprüfung AG (CHE-273.019.083),,
Mireya Heredero Architekten GmbH,Binzstrasse 39,8045,Zürich,,Heredero,Mireya,
ML ELEKTROPLANUNG LEKA,Rastenhoschet 18,8752,Näfels,,Leka,Median,
Mobile Füsse Vesna Jusic,Hauptstrasse 16,8865,Bilten,,Jusic,Vesna,
Mobile Tierheilpraktikerin DS GmbH,Rütiweg 5,5624,Bünzen,,Strebel,Désirée Franziska,
Möblex GmbH,Trottenstrasse 7,8472,Oberohringen,c/o Robin Bühlmann,Bühlmann,Robin Christian Jörg,
Möblex GmbH,Trottenstrasse 7,8472,Oberohringen,c/o Robin Bühlmann,Sominka,Rafal Mateusz,
Montage & Umbau Dolder,Rebenweg 12,3274,Bühl b. Aarberg,,Dolder,Adrian,
Morillo Parra StarKitchen,Grafschaftstrasse 20,8172,Niederglatt ZH,,Morillo Parra,Dary Starlin,
MSA-Transporte GmbH,Hinterbergstrasse 24,6312,Steinhausen,c/o Rocket Sales GmbH,Muriqi,Skender,
Murschak Platten und Baustoffe,Manessestrasse 73,8003,Zürich,,Murschak,Anton,
Musikschule Luzern Home Music Teachers Jochen Lewitz,Museggstrasse 25,6004,Luzern,,Lewitz,Jochen,
MyDentist AG,Poststrasse 13,4410,Liestal,,Bottoni,Claudio Malik,
MYSON GmbH,Luegisland 11c,5610,Wohlen AG,,Beiner,Fritz,
Nasufi Wand & Bodenbeläge GmbH,Sägefeldweg 45h,2504,Biel/Bienne,,Nasufi,Burim,
NB Fahrzeugbau GmbH,Hofmattstrasse 12,3360,Herzogenbuchsee,,Nura,Bashkim,
Nebi Metallbau und Schlosserei inh. Peric,Erlenstrasse 9,8134,Adliswil,,Peric,Neboisa,
"NEO GEO JAPAN, MARCOS RODRÍGUEZ OSORIO",Sonnenfeldstrasse 1,4563,Gerlafingen,,Rodríguez Osorio,Marcos,
Neturo GmbH,Oberneuhofstrasse 8,6340,Baar,,Müller,Uwe Ernst,
Neturo GmbH,Oberneuhofstrasse 8,6340,Baar,,Müller,Veronika,
Neuhüsli Immobilien AG,Winnenwis 4515,9472,Grabserberg,,Allenspach,Aline,
Neuhüsli Immobilien AG,Winnenwis 4515,9472,Grabserberg,,Zogg,Nico,
Neuhüsli Immobilien AG,Winnenwis 4515,9472,Grabserberg,,Zogg,Thomas,
Neuhüsli Immobilien AG,Winnenwis 4515,9472,Grabserberg,,Zogg,Beatrice,
Nextterrain GmbH,Höheweg 8a,3074,Muri b. Bern,,Schenk,Martin,
Nextterrain GmbH,Höheweg 8a,3074,Muri b. Bern,,Wolf,Renate Annerose,
"Nicole Rode Horizont-Werkstatt, Beratung-Entwicklung-Prozessbegleitung",Schulhausstrasse 1,8716,Schmerikon,,Rode,Nicole,
Nicole Schifferle,Untergässli 2,6461,Isenthal,,Schifferle,Nicole,
Niki Ablauf- und Rohrreinigung GmbH,Sonnrain 2,6122,Menznau,,Dulaj,David,
Niki Ablauf- und Rohrreinigung GmbH,Sonnrain 2,6122,Menznau,,Dulaj,Marin,
nobra ag,Seemoosholzstrasse 22,9320,Arbon,,Kaiser,Jeremy Steven,
nobra ag,Seemoosholzstrasse 22,9320,Arbon,,Strässle,Nico,
NOB-SH GmbH,Herblingerstrasse 15,8207,Schaffhausen,c/o Matthias Müller,Müller,Matthias,
NOB-SH GmbH,Herblingerstrasse 15,8207,Schaffhausen,c/o Matthias Müller,Heuss Müller,Patricia Josefine,
NoIX GmbH,Bernapark 28,3066,Stettlen,,Begovic,Benja,
NoIX GmbH,Bernapark 28,3066,Stettlen,,Marti,Isabelle,
Nolan Bau GmbH,Pfadackerstrasse 9,8957,Spreitenbach,,Ramadani,Menaf,
notavis advokatur gmbh,Amthausstrasse 4,4143,Dornach,,Gäumann,Christoph,
notavis advokatur gmbh,Amthausstrasse 4,4143,Dornach,,Jeanneret,Claude,
notavis advokatur gmbh,Amthausstrasse 4,4143,Dornach,,Lutz,Remo,
Nova Unity AG,Schulstrasse 6,9323,Steinach,,Orthmann,Richard-Ferdinand,
Nuzzi Malerei & Gipserei GmbH,Wegmühlegässli 57b,3072,Ostermundigen,,Hyseni,Januz,
NX-Spine AG,Gräubernstrasse 16,4410,Liestal,c/o NEXILIS AG,Caron,Leanna,
NX-Spine AG,Gräubernstrasse 16,4410,Liestal,c/o NEXILIS AG,Emch,Hansjürg,
NX-Spine AG,Gräubernstrasse 16,4410,Liestal,c/o NEXILIS AG,Walker,Oliver,
NXTLEVEL BAU AG,Hofackerstrasse 71,4132,Muttenz,,Yildiz,Cevahir,
NXTLEVEL BAU AG,Hofackerstrasse 71,4132,Muttenz,,Riggenbach,Luc,
NXTLEVEL HOLDING AG,Hofackerstrasse 71,4132,Muttenz,,Yildiz,Cevahir,
NXTLEVEL HOLDING AG,Hofackerstrasse 71,4132,Muttenz,,Riggenbach,Luc,
NXTLEVEL IMMOBILIEN AG,Hofackerstrasse 71,4132,Muttenz,,Yildiz,Cevahir,
NXTLEVEL IMMOBILIEN AG,Hofackerstrasse 71,4132,Muttenz,,Riggenbach,Luc,
NZF Holding AG,Poststrasse 14,4500,Solothurn,,Farese,Dr. Stefan,
NZF Holding AG,Poststrasse 14,4500,Solothurn,,Farese,Vesna,
Obermattweg GmbH,Obermattweg 12,6052,Hergiswil NW,,Sigg,Ralph Erich,
Obermattweg GmbH,Obermattweg 12,6052,Hergiswil NW,,Hemmerle AG (CHE-295.300.855),,
Obermattweg GmbH,Obermattweg 12,6052,Hergiswil NW,,Hemmerle,Raphael Fabian,
OeTePe-Consulting GmbH,Neumattstrasse 2,6205,Eich,,Ottiger,Astrid,
O Five-Pub Fauzi Itani,Poststrasse 15,9000,St. Gallen,,Itani,Fauzi,
Oftring Immo AG,Oechsli 7,8807,Freienbach,c/o Prime RE Holding AG,Perelman,Bernard,
Olli Immobilien GmbH,Hännisweg 17,3645,Gwatt (Thun),,Kamerolli,Kadri,
Olli Immobilien GmbH,Hännisweg 17,3645,Gwatt (Thun),,Kazimi,Fisnik,
OmniOn Power Technology GmbH,Brown Boveri Strasse 7,5400,Baden,,AcLeap Power Inc. (89119733),,
OmniOn Power Technology GmbH,Brown Boveri Strasse 7,5400,Baden,,Hsu,Chieh-Li,
OmniOn Power Technology GmbH,Brown Boveri Strasse 7,5400,Baden,,Chen,Po-Chang,
OmniOn Power Technology GmbH,Brown Boveri Strasse 7,5400,Baden,,Lee,Kai-Tai,
OmniOn Power Technology GmbH,Brown Boveri Strasse 7,5400,Baden,,Schnitzer,Jeffrey Paul,
OmniOn Power Technology GmbH,Brown Boveri Strasse 7,5400,Baden,,Zhao,Ming,
OneFi Switzerland GmbH,Badenerstrasse 816,8048,Zürich,c/o Domiix.ch GmbH,OneFi AG (CHE-277.379.422),,
OneFi Switzerland GmbH,Badenerstrasse 816,8048,Zürich,c/o Domiix.ch GmbH,Neupert,Pascal,
OneFi Switzerland GmbH,Badenerstrasse 816,8048,Zürich,c/o Domiix.ch GmbH,Nicoletti,Joël,
OPTIMA Supermarkt Razije Kamberi,Egnacherstrasse 23a,9320,Frasnacht,,Kamberi,Razije,
OPTIMA Supermarkt Razije Kamberi,Egnacherstrasse 23a,9320,Frasnacht,,Kamberi,Arlind,
OrthoBalance AG,Hauptstrasse 90,4102,Binningen,,Neuhofer,Stefan Johannes,
Outdoor Bildung Oechslin GmbH,Obere Bahnhofstrasse 66,3700,Spiez,,Oechslin,Roger,
P3 Solutions GmbH,Spinnereistrasse 5,5300,Turgi,,Ptak,Mario,
P3 Solutions GmbH,Spinnereistrasse 5,5300,Turgi,,Karg-Ptak,Sabrina,
Paartherapie lic. phil. Lorenz Kunz,Schützenstrasse 31,8400,Winterthur,,Kunz,,
PACE Communication AG,Bahnhofstrasse 6,9000,St. Gallen,,Schorer,Isabel,
PACE Communication AG,Bahnhofstrasse 6,9000,St. Gallen,,,,
packlock AG,Bösch 69,6331,Hünenberg,,Wötzer,Philipp,
PAD-Security KlG,Forelstrasse 4,3072,Ostermundigen,c/o Patrick Scheidegger,Dani,Asip,
PAD-Security KlG,Forelstrasse 4,3072,Ostermundigen,c/o Patrick Scheidegger,Dias Vaz,Augusto Jorge,
PAD-Security KlG,Forelstrasse 4,3072,Ostermundigen,c/o Patrick Scheidegger,Scheidegger,Patrick,
Paradise Vape KLG,Signalstrasse 29a,4058,Basel,c/o Mohamed Amin Ghozlani,Ghozlani,Mohamed Amin,
Paradise Vape KLG,Signalstrasse 29a,4058,Basel,c/o Mohamed Amin Ghozlani,Saleh,Ali,
Paragon Shuttle by Pamuk,Ackerstrasse 52,8005,Zürich,,Pamuk,Saban,
passion4payroll & more gmbh,Bachstrasse 47,5600,Lenzburg,,Voser,Stefan,
PB Schweiz AG,Sonnenbergstrasse 9,6052,Hergiswil NW,,Becker,Paul Richard,
PB Schweiz AG,Sonnenbergstrasse 9,6052,Hergiswil NW,,Fischer,Niels,
Pegasus Team GmbH,Hauptstrasse 61,5734,Reinach AG,,Gil Infante,Jennifer,
Pep Bau GmbH,Europa-Strasse 15,8152,Glattbrugg,,Krasniçi,Perparim,
Pepro Stampf GmbH,Schwanenstrasse 4,8840,Einsiedeln,,Pepro Immobilien AG (CHE-366.316.300),,
Pepro Stampf GmbH,Schwanenstrasse 4,8840,Einsiedeln,,Petrig Schuler,Eva,
Pepro Stampf GmbH,Schwanenstrasse 4,8840,Einsiedeln,,Petrig,Walter Karl,
Perpetual Data AG,Neuhofstrasse 12,6340,Baar,,Lötscher,Marcel Nicolas,
Peter Egli Engineering,Bergstrasse 203,8708,Männedorf,,Egli,Peter Robert,
Pflegeperle GmbH,Oberdorfstrasse 39,8820,Wädenswil,,Eckert,Carmela Myriam,
Pflegeperle GmbH,Oberdorfstrasse 39,8820,Wädenswil,,Eckert,Florian,
Physio Frischherz GmbH,Hasen 28,6424,Lauerz,c/o Martina Frischherz,Frischherz,Martina,
Physio & Health by Yannick Zürcher,Stachelhofstrasse 10,8854,Siebnen,,Zürcher,Yannick,
Physio Held,Alpenblickstrasse 40b,8340,Hinwil,,Held,Franziska Natalie,
Physio Nostrum GmbH,Badhausstrasse 26,2503,Biel/Bienne,,Kappler Pardo,Simó-Oriol,
Physio Nostrum GmbH,Badhausstrasse 26,2503,Biel/Bienne,,Pavesi,Nicolo,
Pilsplace by Pilar Ruiz de Temiño Garcia,Badenerstrasse 85,8004,Zürich,,Ruiz de Temiño Garcia,Maria Pilar,
Pilsplace by Pilar Ruiz de Temiño Garcia,Badenerstrasse 85,8004,Zürich,,Banus Sans,José Maria,
Plan B Bauberatung AG,Hubelweg 16,6210,Sursee,,Bachmann,Hans,
Plan B Bauberatung AG,Hubelweg 16,6210,Sursee,,Reimann,Marcel,
Pluspunkt Handwerk GmbH,Schaffhauserstrasse 12,4332,Stein AG,c/o Herr Pascal Urs Anliker,Anliker,Pascal Urs,
Pluspunkt Handwerk GmbH,Schaffhauserstrasse 12,4332,Stein AG,c/o Herr Pascal Urs Anliker,Anliker,Irene Franziska,
Podologie Ritz,Kramgasse 33,3011,Bern,,Ritz,David,
Podsiadlo IT Consulting,Breitenrain 49,8917,Oberlunkhofen,c/o Mariusz Podsiadlo,Podsiadlo,Dr. Mariusz Pawel,
Pontix AG,Rennweg 6,8001,Zürich,,Kirchhoff,Fanny Françoise,
P&P Elektro-Service AG,Kägenhofweg 4,4153,Reinach BL,,Leuzinger-Lambelet,Andrea,
Praxis Bürglen GmbH,Klausenstrasse 144a,6463,Bürglen UR,,Stettler-Gruntz,Benjamin Lukas,
Praxis Bürglen GmbH,Klausenstrasse 144a,6463,Bürglen UR,,Stettler-Gruntz,Katharina Domenica,
Praxis Dr. Maroof GmbH,Schloss 2,9320,Arbon,,Maroof,Dr. Patrick,
PraxisExperts AG,Buchlisbergweg 9,5040,Schöftland,,Müller,Patrick,
PraxisExperts AG,Buchlisbergweg 9,5040,Schöftland,,Müller,Jennifer,
Praxis Gautschi GmbH,Breitenrainstrasse 29,3013,Bern,,Gautschi Scherrer,Franziska,
Praxis Gautschi GmbH,Breitenrainstrasse 29,3013,Bern,,Fellinger,Kurt,
Premium Pool GmbH,Gilamstrasse 9a,4665,Oftringen,,Musliu,Arion,
Presto Pizza Oyman,Aarwangenstrasse 91,4900,Langenthal,,Oyman,Kemal,
Preva All Around GmbH,Via Burgaisa 3b,7013,Domat/Ems,,Prvujkic,Valerija,
Prime RE Holding AG,Oechsli 7,8807,Freienbach,,Perelman,Bernard,
PRIMOBILIA AG,Grindelstrasse 6,8304,Wallisellen,,Schuhmacher,Philipp,
PRIMOBILIA AG,Grindelstrasse 6,8304,Wallisellen,,Kern Treuhand AG (CHE-107.165.157),,
PRIMOBILIA AG,Grindelstrasse 6,8304,Wallisellen,,Bissig,Thomas,
PRIMOBILIA AG,Grindelstrasse 6,8304,Wallisellen,,Rosinus,Franco,
PRIMOBILIA AG,Grindelstrasse 6,8304,Wallisellen,,Triet,Cornelia,
PRIMOBILIA AG,Grindelstrasse 6,8304,Wallisellen,,Winter,Andrea,
PRJ Company GmbH,Aastrasse 8,8853,Lachen SZ,,Partonjic,Rade,
Proactive Medicine Holding AG,Bürglistrasse 18,8002,Zürich,,Streeck,Hannes,
Proactive Medicine Holding AG,Bürglistrasse 18,8002,Zürich,,Deepen,Dr. Jan Mathias,
Proactive Medicine Holding AG,Bürglistrasse 18,8002,Zürich,,Jeschonnek,Stefan,
Projects by Kaiser GmbH,Dorfgasse 68,3805,Goldswil b. Interlaken,,Kaiser-Naumann,Danilo,
Projektgesellschaft Alpenblick Happerswil AG,Schulstrasse 6,9323,Steinach,,Orthmann,Finn Malte,
Projektgesellschaft Alpenblick Happerswil AG,Schulstrasse 6,9323,Steinach,,Adank,Philipp,
Projektgesellschaft Alpenblick Happerswil AG,Schulstrasse 6,9323,Steinach,,Frei,Adrian Lukas,
PropellerHeads AG,Bahnhofstrasse 7,6300,Zug,,Schmitt,Markus Michael,
PropellerHeads AG,Bahnhofstrasse 7,6300,Zug,,Russenberger,Roger,
PSY-CARE-SWISS GmbH,Bahnhofstrasse 16,2540,Grenchen,,Fivaz,Nicola,
PSY-CARE-SWISS GmbH,Bahnhofstrasse 16,2540,Grenchen,,Fivaz,Natalia,
Psychotherapie Praxis von Burg GmbH,Schänzlistrasse 2,4500,Solothurn,,,,
Pulse Consult GmbH,Sinserstrasse 67,6330,Cham,,Jones,Kevin,
Pulse Consult GmbH,Sinserstrasse 67,6330,Cham,,Carey,Ian,
Pulse Consult GmbH,Sinserstrasse 67,6330,Cham,,O'Keeffe,James,
Pulse Consult GmbH,Sinserstrasse 67,6330,Cham,,Peake,James,
Pulse Consult GmbH,Sinserstrasse 67,6330,Cham,,Black,Graham,
Pulse Consult GmbH,Sinserstrasse 67,6330,Cham,,Cantrill,Lee,
Pulse Consult GmbH,Sinserstrasse 67,6330,Cham,,Schoch,Marco Guido,
pure biodental ag,St. Alban-Rheinweg 64,4052,Basel,,Trüeb,Markus Benedikt,
Putzmeister GmbH,Funkstrasse 109,3084,Wabern,,Al-Shammari,Omar Ali Ahmed,
PWA Family Office AG,Luzernerstrasse 26,6330,Cham,,Mahler,Christoph,
PWA Family Office AG,Luzernerstrasse 26,6330,Cham,,Treuhand und Steuerberatung Daniel Schüepp (CHE-105.411.753),,
QLASSIQ GmbH,Parkstrasse 14,5313,Klingnau,,Jazic,Boris,
QLASSIQ GmbH,Parkstrasse 14,5313,Klingnau,,Jazic,Katarina,
Räber Holding GmbH,Chüemoos,6017,Ruswil,c/o Pascal Räber,Räber,Pascal,
Räber Holding GmbH,Chüemoos,6017,Ruswil,c/o Pascal Räber,Räber,Michael,
RABH Holdings AG,Bachtalen 14,6340,Baar,,Singh,Baljit,
Raiki GmbH,Untere Roostmatt 8,6300,Zug,,Schöpfer,Pascal,
Ramseier Liegenschaften AG,Sonnenhalbstrasse 48,9050,Appenzell,,Ramseier,Ulrich,
Ramseier Liegenschaften AG,Sonnenhalbstrasse 48,9050,Appenzell,,Ramseier-Rusch,Manuela,
Ramseier Liegenschaften AG,Sonnenhalbstrasse 48,9050,Appenzell,,Ramseier,Michael,
Ramseier Liegenschaften AG,Sonnenhalbstrasse 48,9050,Appenzell,,Ramseier,Simona,
Real Fund Two - Kommanditgesellschaft für kollektive Kapitalanlagen,Zugerbergstrasse 41b,6300,Zug,,Real Fund Management AG (CHE-114.542.325),,
Real Fund Two - Kommanditgesellschaft für kollektive Kapitalanlagen,Zugerbergstrasse 41b,6300,Zug,,Meier,Simon,
Real Fund Two - Kommanditgesellschaft für kollektive Kapitalanlagen,Zugerbergstrasse 41b,6300,Zug,,Spahni,Dr. Andreas,
Real Fund Two - Kommanditgesellschaft für kollektive Kapitalanlagen,Zugerbergstrasse 41b,6300,Zug,,,,
Real Fund Two - Kommanditgesellschaft für kollektive Kapitalanlagen,Zugerbergstrasse 41b,6300,Zug,,PricewaterhouseCoopers AG (CHE-106.839.438),,
Real Projekt GmbH,Schulhausstrasse 32,8002,Zürich,,Rappaport,Marc,
Red Fox Capital AG,Schaffhauserstrasse 4,8006,Zürich,"c/o Mauro Locarnini, Anwaltsbüro Locarnini",Lis,Janusz,
Red Fox Capital AG,Schaffhauserstrasse 4,8006,Zürich,"c/o Mauro Locarnini, Anwaltsbüro Locarnini",Locarnini,Mauro,
Renaissance Medical Group AG,Arbachstrasse 60b,6340,Baar,,Meulnart,Tobia Marc,
Renaissance Medical Group AG,Arbachstrasse 60b,6340,Baar,,Axis,Dimitri Werner,
Retro Holding GmbH,Veja Alvra 79,7482,Bergün/Bravuogn,,Florinett,Rico Paul,
Retro Holding GmbH,Veja Alvra 79,7482,Bergün/Bravuogn,,Florinett,Gertrude,
Revival Barbershop GmbH,Obere Bahnhofstrasse 41,9500,Wil SG,,Ali,Hazem,
Revival Barbershop GmbH,Obere Bahnhofstrasse 41,9500,Wil SG,,Mohammad,Hamid,
Ribona Immobilien AG,Langstrasse 193,8005,Zürich,,Sahin,Ibrahim,
Richter Management GmbH,Seeburgstrasse 41,6403,Küssnacht am Rigi,,Richter,Maik,
Ridah's Soulutions inh. R. Hemmo,Freihofstrasse 2a,8700,Küsnacht ZH,,Hemmo,Rida,
Riesen Tech Solution,Lärchengartenstrasse 16,4127,Birsfelden,,Riesen,Lucas John,
RIHS-tech AG,Bahnhofstrasse 33,3293,Dotzigen,,Rihs,Simon,
RIHS-tech AG,Bahnhofstrasse 33,3293,Dotzigen,,Rihs,Christian,
RIKI AUTO PERFORMANCE RIKARD KOMANI,Reithalleweg 22,5610,Wohlen AG,,Komani,Rikard,
Ristorante Pizzeria 500 KLG,Bahnhofstrasse 1,6415,Arth,,De Santo,Mario Davide,
Ristorante Pizzeria 500 KLG,Bahnhofstrasse 1,6415,Arth,,Ferreira da Mota,Carina das Dores,
Ristorante Pizzeria 500 KLG,Bahnhofstrasse 1,6415,Arth,,Viserti,Francesco,
Roduner Weine GmbH,Stadtweg 53,4310,Rheinfelden,,Roduner,Oskar,
Roduner Weine GmbH,Stadtweg 53,4310,Rheinfelden,,Roduner,Christoph,
Roger Zehnder Holistic Wave Solutions,Sparrenbergstrasse 7,8103,Unterengstringen,,Zehnder,Roger,
Rolf Tännler,Lauenenstrasse 34,3780,Gstaad,,Tännler,Rolf,
Roux Architektur GmbH,Spitalackerstrasse 69,3013,Bern,c/o Janosh Roux,Roux,Janosh Jashka,
RS Service 24 AG,Obergadenweg 1,4552,Derendingen,,Kengasuthan,Roshan,
RufixKonzept G. Rubi,Räbgässli 12,3634,Thierachern,,Rubi,Gerhard,
RufixKonzept G. Rubi,Räbgässli 12,3634,Thierachern,,Rubi,Heidi,
Ruggäwind GmbH Physiotherapie Neunkirch,Gartenweg 5,8213,Neunkirch,c/o Marcel Hediger,Hediger,Marcel Martin,
Ruggäwind GmbH Physiotherapie Neunkirch,Gartenweg 5,8213,Neunkirch,c/o Marcel Hediger,Hediger,Leonie,
Rundum Immo by Shabani,Bütenring 24,8595,Altnau,,Shabani,Freskim,
Rutschi Badi Gastro,Rosenbergstrasse 61,8498,Gibswil,,Rutschi,Andreas,
Saadat Metzgerei,Zürichstrasse 11,8607,Aathal-Seegräben,,Saadat,Ismail,
Sackweid Immobilien AG,Gelterkinderstrasse 30,4450,Sissach,,Poliatzky,Hanoch Henech,
Sackweid Immobilien AG,Gelterkinderstrasse 30,4450,Sissach,,Beck,Schlomo,
SAFETY SOLUTION'S - Verein zur Förderung von Wohnraum und Sicherheit,Brandisstrasse 12a,7000,Chur,,Kapcak,Volkan,
SAFETY SOLUTION'S - Verein zur Förderung von Wohnraum und Sicherheit,Brandisstrasse 12a,7000,Chur,,Brandl,Michael Johannes Alfons,
SAFF AG,Industriestrasse 4a,5303,Würenlingen,,Meier,Manfred Franz,
SAFF AG,Industriestrasse 4a,5303,Würenlingen,,Meier,Angelika Manuela,
SAFF AG,Industriestrasse 4a,5303,Würenlingen,,Meier,Fabian Alex,
SAFF AG,Industriestrasse 4a,5303,Würenlingen,,Meier-Miotti,Sandra Angelina,
SAJE Unternehmen AG,Hofackerstrasse 45,4573,Lohn-Ammannsegg,,Hadorn,Salome,
SAJE Unternehmen AG,Hofackerstrasse 45,4573,Lohn-Ammannsegg,,Lehmann,Aida,
SAJE Unternehmen AG,Hofackerstrasse 45,4573,Lohn-Ammannsegg,,Lehmann,Elif,
SAJE Unternehmen AG,Hofackerstrasse 45,4573,Lohn-Ammannsegg,,Lehmann,Janis,
salvare GmbH,Poststrasse 23,9000,St. Gallen,,Germann,Raphael,
Sammelkarten Handel Müller,Gerbergasse 2,4800,Zofingen,,Müller,Elias,
Samsara Real Estate AG,Mühlebachstrasse 3a,6340,Baar,,Pungitore,Antonio,
Samsara Real Estate AG,Mühlebachstrasse 3a,6340,Baar,,Aversano,Maurizio,
Sam's Mittagstisch Samantha Spitteler,Sperrstrasse 89,4057,Basel,,Spitteler,Samantha,
SANA GmbH,F. X. Müllerstrasse 1,3185,Schmitten FR,,Islam Nadimul,,
SANA GmbH,F. X. Müllerstrasse 1,3185,Schmitten FR,,Akter Shanta,,
Sarah-Sophie Ritz,Stöckermattweg 4a,4556,Aeschi SO,,Ritz,Sarah-Sophie,
SARBACH Real Estate GmbH,Alte Simplonstrasse 16,3900,Brig,,Sarbach,Alwin Albert,
SAY Partners GmbH,Weststrasse 194,8003,Zürich,,Niedermayr,Yves,
SAY Partners GmbH,Weststrasse 194,8003,Zürich,,Economista GmbH (CHE-152.207.514),,
SAY Partners GmbH,Weststrasse 194,8003,Zürich,,Somvi GmbH (CHE-436.241.684),,
SAY Partners GmbH,Weststrasse 194,8003,Zürich,,Pajaziti,Adil,
SAY Partners GmbH,Weststrasse 194,8003,Zürich,,Tsoutsaios,Simeon,
SB Capital Selections AG,Asylstrasse 66,8032,Zürich,,Soraperra,Emanuel,
SB Capital Selections AG,Asylstrasse 66,8032,Zürich,,Birnstiel,Hans Ulrich,
SB Capital Selections AG,Asylstrasse 66,8032,Zürich,,Birnstiel,Julia,
SCHAFER TRAINING,Kleinriehenstrasse 43,4058,Basel,,Schafer,Sabine,
Schilling LT AG,Hubstrasse 104,9500,Wil SG,,Toplana,Lulezim,
Schmid Regio Sanierungen,Rebhaldenstrasse 5,5430,Wettingen,,Schmid,Nicolas,
Schmidt M&L Ecommerce,Lottenweg 7,5102,Rupperswil,c/o Schmidt Lilly,Schmidt,Lilly,
"Schmiede Winti, Kizilay",Frauenfelderstrasse 42,8404,Winterthur,,Kizilay,Muhittin,
SchönArt Uttinger,Dorfstrasse 39a,9508,Weingarten-Kalthäusern,,Uttinger,Monika,
SCHORR ADVICE,Laustampfiweg 8,5612,Villmergen,,Schorr,Mirco,
Schreinerei Pascal Bongni,Dorfbachstrasse 64,3098,Köniz,,Bongi,Pascal,
